RS_ID;time;imLx_replay;imLy_replay;disparity_replay;imLx_pred_replay;imLy_pred_replay;n_frames_lost_replay;n_frames_tracking_replay;foundL_replay;posX_replay;posY_replay;posZ_replay;sposX_replay;sposY_replay;sposZ_replay;svelX_replay;svelY_replay;svelZ_replay;saccX_replay;saccY_replay;saccZ_replay
360;4.916701;912.534;49.7377;9.24387;883.429;49.6039;0;0;1;-2.657;-0.8;-1.8;-2.657;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
361;4.9277;910.4989999999999;49.7377;9.24387;893.112;50.3162;1;0;1;-2.6460000000000004;-0.8;-1.8;-2.6460000000000004;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
362;4.9387419999999995;908.4630000000001;49.7377;9.24387;869.765;50.2361;0;0;1;-2.635;-0.8;-1.8;-2.635;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
363;4.950665;904.3919999999999;49.7377;9.24387;874.76;52.5498;0;0;1;-2.613;-0.8;-1.8;-2.613;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
364;4.961062;902.357;49.7377;9.24387;869.2080000000001;53.9157;0;0;1;-2.602;-0.8;-1.8;-2.602;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
365;4.972171;898.285;49.7377;9.24387;861.987;54.9632;0;0;1;-2.58;-0.8;-1.8;-2.58;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
366;4.983267;896.25;49.7377;9.24387;864.155;55.1505;0;0;1;-2.569;-0.8;-1.8;-2.569;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
367;4.99448;892.179;49.7377;9.24387;866.317;55.3081;0;0;1;-2.5469999999999997;-0.8;-1.8;-2.5469999999999997;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
368;5.005562;890.143;49.7377;9.24387;858.7510000000001;56.3521;0;0;1;-2.536;-0.8;-1.8;-2.536;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
369;5.016738;886.072;49.7377;9.24387;853.909;55.8282;0;0;1;-2.5140000000000002;-0.8;-1.8;-2.5140000000000002;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
370;5.027851999999999;884.0369999999999;49.7377;9.24387;858.81;56.4548;0;0;1;-2.503;-0.8;-1.8;-2.503;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
371;5.039615;879.966;49.7377;9.24387;847.429;57.7501;0;0;1;-2.481;-0.8;-1.8;-2.481;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
372;5.050076;877.93;49.7377;9.24387;877.93;49.7377;0;0;1;-2.47;-0.8;-1.8;-2.47;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
373;5.061219;875.895;49.7377;9.24387;875.895;49.7377;0;0;1;-2.459;-0.8;-1.8;-2.459;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
374;5.072337999999999;873.8589999999999;49.7377;9.24387;873.8589999999999;49.7377;0;0;1;-2.448;-0.8;-1.8;-2.448;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
375;5.08369;871.824;49.7377;9.24387;871.824;49.7377;0;0;1;-2.437;-0.8;-1.8;-2.437;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
376;5.094635;869.788;49.7377;9.24387;869.788;49.7377;0;0;1;-2.426;-0.8;-1.8;-2.426;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
377;5.106165;867.753;49.7377;9.24387;867.753;49.7377;0;0;1;-2.415;-0.8;-1.8;-2.415;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
378;5.1168629999999995;865.717;49.7377;9.24387;865.717;49.7377;0;0;1;-2.404;-0.8;-1.8;-2.404;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
379;5.128355;863.681;49.7377;9.24387;863.681;49.7377;0;0;1;-2.3930000000000002;-0.8;-1.8;-2.3930000000000002;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
380;5.139163;861.6460000000001;49.7377;9.24387;861.6460000000001;49.7377;0;0;1;-2.3819999999999997;-0.8;-1.8;-2.3819999999999997;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
381;5.150405999999999;859.61;49.7377;9.24387;859.61;49.7377;0;0;1;-2.371;-0.8;-1.8;-2.371;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
382;5.161434;857.575;49.7377;9.24387;857.575;49.7377;0;0;1;-2.36;-0.8;-1.8;-2.36;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
383;5.173331;855.539;49.7377;9.24387;855.539;49.7377;0;0;1;-2.349;-0.8;-1.8;-2.349;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
384;5.183675;853.5039999999999;49.7377;9.24387;853.5039999999999;49.7377;0;0;1;-2.338;-0.8;-1.8;-2.338;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
385;5.1947779999999995;851.4680000000001;49.7377;9.24387;851.4680000000001;49.7377;0;0;1;-2.327;-0.8;-1.8;-2.327;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
386;5.205901;849.433;49.7377;9.24387;849.433;49.7377;0;0;1;-2.316;-0.8;-1.8;-2.316;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
387;5.217864;847.3969999999999;49.7377;9.24387;847.3969999999999;49.7377;0;0;1;-2.305;-0.8;-1.8;-2.305;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
388;5.228199;845.362;49.7377;9.24387;845.362;49.7377;0;0;1;-2.294;-0.8;-1.8;-2.294;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
389;5.23934;843.326;49.7377;9.24387;843.326;49.7377;0;0;1;-2.283;-0.8;-1.8;-2.283;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
390;5.250441;841.291;49.7377;9.24387;841.291;49.7377;0;0;1;-2.272;-0.8;-1.8;-2.272;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
391;5.261824;839.255;49.7377;9.24387;839.255;49.7377;0;0;1;-2.261;-0.8;-1.8;-2.261;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
392;5.272723;837.22;49.7377;9.24387;837.22;49.7377;0;0;1;-2.25;-0.8;-1.8;-2.25;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
393;5.2838519999999995;835.184;49.7377;9.24387;835.184;49.7377;0;0;1;-2.239;-0.8;-1.8;-2.239;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
394;5.294980000000001;833.148;49.7377;9.24387;833.148;49.7377;0;0;1;-2.228;-0.8;-1.8;-2.228;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
395;5.306399;831.113;49.7377;9.24387;831.113;49.7377;0;0;1;-2.217;-0.8;-1.8;-2.217;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
396;5.31729;829.077;49.7377;9.24387;829.077;49.7377;0;0;1;-2.206;-0.8;-1.8;-2.206;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
397;5.328389;827.0419999999999;49.7377;9.24387;827.0419999999999;49.7377;0;0;1;-2.195;-0.8;-1.8;-2.195;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
398;5.339525;825.0060000000001;49.7377;9.24387;825.0060000000001;49.7377;0;0;1;-2.184;-0.8;-1.8;-2.184;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
399;5.351501;822.971;49.7377;9.24387;822.971;49.7377;0;0;1;-2.173;-0.8;-1.8;-2.173;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
400;5.361826000000001;820.935;49.7377;9.24387;820.935;49.7377;0;0;1;-2.162;-0.8;-1.8;-2.162;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
401;5.372998;818.9;49.7377;9.24387;818.9;49.7377;0;0;1;-2.151;-0.8;-1.8;-2.151;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
402;5.3840330000000005;816.8639999999999;49.7377;9.24387;816.8639999999999;49.7377;0;0;1;-2.14;-0.8;-1.8;-2.14;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
403;5.395263;814.829;49.7377;9.24387;814.829;49.7377;0;0;1;-2.129;-0.8;-1.8;-2.129;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
404;5.406303;812.793;49.7377;9.24387;812.793;49.7377;0;0;1;-2.1180000000000003;-0.8;-1.8;-2.1180000000000003;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
405;5.417444000000001;810.758;49.7377;9.24387;810.758;49.7377;0;0;1;-2.1069999999999998;-0.8;-1.8;-2.1069999999999998;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
406;5.428603;808.722;49.7377;9.24387;808.722;49.7377;0;0;1;-2.096;-0.8;-1.8;-2.096;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
407;5.439764;806.687;49.7377;9.24387;806.687;49.7377;0;0;1;-2.085;-0.8;-1.8;-2.085;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
408;5.450869;804.6510000000001;49.7377;9.24387;804.6510000000001;49.7377;0;0;1;-2.074;-0.8;-1.8;-2.074;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
409;5.462015;802.6160000000001;49.7377;9.24387;802.6160000000001;49.7377;0;0;1;-2.063;-0.8;-1.8;-2.063;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
410;5.473082;800.58;49.7377;9.24387;800.58;49.7377;0;0;1;-2.052;-0.8;-1.8;-2.052;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
411;5.4843910000000005;798.544;49.7377;9.24387;798.544;49.7377;0;0;1;-2.041;-0.8;-1.8;-2.041;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
412;5.495392;796.5089999999999;49.7377;9.24387;796.5089999999999;49.7377;0;0;1;-2.03;-0.8;-1.8;-2.03;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
413;5.506495;794.4730000000001;49.7377;9.24387;794.4730000000001;49.7377;0;0;1;-2.019;-0.8;-1.8;-2.019;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
414;5.517635;792.438;49.7377;9.24387;792.438;49.7377;0;0;1;-2.008;-0.8;-1.8;-2.008;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
415;5.528771;790.4019999999999;49.7377;9.24387;790.4019999999999;49.7377;0;0;1;-1.9969999999999999;-0.8;-1.8;-1.9969999999999999;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
416;5.5399;788.367;49.7377;9.24387;788.367;49.7377;0;0;1;-1.986;-0.8;-1.8;-1.986;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
417;5.551049;786.331;49.7377;9.24387;786.331;49.7377;0;0;1;-1.975;-0.8;-1.8;-1.975;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
418;5.562183;784.296;49.7377;9.24387;784.296;49.7377;0;0;1;-1.964;-0.8;-1.8;-1.964;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
419;5.573286;782.26;49.7377;9.24387;782.26;49.7377;0;0;1;-1.953;-0.8;-1.8;-1.953;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
420;5.584478;780.225;49.7377;9.24387;780.225;49.7377;0;0;1;-1.942;-0.8;-1.8;-1.942;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
421;5.595562;778.189;49.7377;9.24387;778.189;49.7377;0;0;1;-1.931;-0.8;-1.8;-1.931;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
422;5.606682;776.154;49.7377;9.24387;776.154;49.7377;0;0;1;-1.92;-0.8;-1.8;-1.92;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
423;5.6179559999999995;774.118;49.7377;9.24387;774.118;49.7377;0;0;1;-1.909;-0.8;-1.8;-1.909;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
424;5.628991;772.0830000000001;49.7377;9.24387;772.0830000000001;49.7377;0;0;1;-1.8980000000000001;-0.8;-1.8;-1.8980000000000001;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
425;5.640105;770.047;49.7377;9.24387;770.047;49.7377;0;0;1;-1.8869999999999998;-0.8;-1.8;-1.8869999999999998;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
426;5.651429;768.0110000000001;49.7377;9.24387;768.0110000000001;49.7377;0;0;1;-1.876;-0.8;-1.8;-1.876;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
427;5.662422;765.9760000000001;49.7377;9.24387;765.9760000000001;49.7377;0;0;1;-1.865;-0.8;-1.8;-1.865;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
428;5.673467;763.94;49.7377;9.24387;763.94;49.7377;0;0;1;-1.854;-0.8;-1.8;-1.854;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
429;5.684616;761.905;49.7377;9.24387;761.905;49.7377;0;0;1;-1.8430000000000002;-0.8;-1.8;-1.8430000000000002;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
430;5.695727;759.8689999999999;49.7377;9.24387;759.8689999999999;49.7377;0;0;1;-1.8319999999999999;-0.8;-1.8;-1.8319999999999999;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
431;5.706968;757.834;49.7377;9.24387;757.834;49.7377;0;0;1;-1.821;-0.8;-1.8;-1.821;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
432;5.7180230000000005;755.798;49.7377;9.24387;755.798;49.7377;0;0;1;-1.81;-0.8;-1.8;-1.81;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
433;5.729171;753.763;49.7377;9.24387;753.763;49.7377;0;0;1;-1.7990000000000002;-0.8;-1.8;-1.7990000000000002;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
434;5.740258;751.727;49.7377;9.24387;751.727;49.7377;0;0;1;-1.788;-0.8;-1.8;-1.788;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
435;5.752125;749.692;49.7377;9.24387;749.692;49.7377;0;0;1;-1.777;-0.8;-1.8;-1.777;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
436;5.762594;747.6560000000001;49.7377;9.24387;747.6560000000001;49.7377;0;0;1;-1.766;-0.8;-1.8;-1.766;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
437;5.773702;745.6210000000001;49.7377;9.24387;745.6210000000001;49.7377;0;0;1;-1.755;-0.8;-1.8;-1.755;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
438;5.784802;743.585;49.7377;9.24387;743.585;49.7377;0;0;1;-1.744;-0.8;-1.8;-1.744;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
439;5.79864;741.55;49.7377;9.24387;741.55;49.7377;0;0;1;-1.733;-0.8;-1.8;-1.733;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
440;5.807044;739.5139999999999;49.7377;9.24387;739.5139999999999;49.7377;0;0;1;-1.722;-0.8;-1.8;-1.722;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
441;5.818263;737.4789999999999;49.7377;9.24387;737.4789999999999;49.7377;0;0;1;-1.7109999999999999;-0.8;-1.8;-1.7109999999999999;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
442;5.829365;735.443;49.7377;9.24387;735.443;49.7377;0;0;1;-1.7;-0.8;-1.8;-1.7;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
443;5.840508;733.4069999999999;49.7377;9.24387;733.4069999999999;49.7377;0;0;1;-1.689;-0.8;-1.8;-1.689;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
444;5.8516;731.372;49.7377;9.24387;731.372;49.7377;0;0;1;-1.6780000000000002;-0.8;-1.8;-1.6780000000000002;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
445;5.862705;729.336;49.7377;9.24387;729.336;49.7377;0;0;1;-1.6669999999999998;-0.8;-1.8;-1.6669999999999998;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
446;5.87386;727.301;49.7377;9.24387;727.301;49.7377;0;0;1;-1.656;-0.8;-1.8;-1.656;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
447;5.885023;725.265;49.7377;9.24387;725.265;49.7377;0;0;1;-1.645;-0.8;-1.8;-1.645;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
448;5.89615;723.23;49.7377;9.24387;723.23;49.7377;0;0;1;-1.6340000000000001;-0.8;-1.8;-1.6340000000000001;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
449;5.907198;721.194;49.7377;9.24387;721.194;49.7377;0;0;1;-1.6230000000000002;-0.8;-1.8;-1.6230000000000002;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
450;5.918349;719.159;49.7377;9.24387;719.159;49.7377;0;0;1;-1.6119999999999999;-0.8;-1.8;-1.6119999999999999;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
451;5.9298150000000005;717.123;49.7377;9.24387;717.123;49.7377;0;0;1;-1.601;-0.8;-1.8;-1.601;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
452;5.940643;715.0880000000001;49.7377;9.24387;715.0880000000001;49.7377;0;0;1;-1.59;-0.8;-1.8;-1.59;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
453;5.951809;713.052;49.7377;9.24387;713.052;49.7377;0;0;1;-1.579;-0.8;-1.8;-1.579;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
454;5.962962;711.0169999999999;49.7377;9.24387;711.0169999999999;49.7377;0;0;1;-1.568;-0.8;-1.8;-1.568;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
455;5.974149;708.9810000000001;49.7377;9.24387;708.9810000000001;49.7377;0;0;1;-1.557;-0.8;-1.8;-1.557;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
456;5.985166;706.946;49.7377;9.24387;706.946;49.7377;0;0;1;-1.546;-0.8;-1.8;-1.546;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
457;5.996325;704.91;49.7377;9.24387;704.91;49.7377;0;0;1;-1.535;-0.8;-1.8;-1.535;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
458;6.00749;702.875;49.7377;9.24387;702.875;49.7377;0;0;1;-1.524;-0.8;-1.8;-1.524;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
459;6.018567;700.8389999999999;49.7377;9.24387;700.8389999999999;49.7377;0;0;1;-1.5130000000000001;-0.8;-1.8;-1.5130000000000001;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
460;6.02987;698.803;49.7377;9.24387;698.803;49.7377;0;0;1;-1.5019999999999998;-0.8;-1.8;-1.5019999999999998;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
461;6.040906;696.768;49.7377;9.24387;696.768;49.7377;0;0;1;-1.4909999999999999;-0.8;-1.8;-1.4909999999999999;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
462;6.05195;694.732;49.7377;9.24387;694.732;49.7377;0;0;1;-1.48;-0.8;-1.8;-1.48;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
463;6.0631580000000005;692.697;49.7377;9.24387;692.697;49.7377;0;0;1;-1.469;-0.8;-1.8;-1.469;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
464;6.074204;690.6610000000001;49.7377;9.24387;690.6610000000001;49.7377;0;0;1;-1.4580000000000002;-0.8;-1.8;-1.4580000000000002;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
465;6.085376999999999;688.6260000000001;49.7377;9.24387;688.6260000000001;49.7377;0;0;1;-1.4469999999999998;-0.8;-1.8;-1.4469999999999998;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
466;6.096475;686.59;49.7377;9.24387;686.59;49.7377;0;0;1;-1.436;-0.8;-1.8;-1.436;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
467;6.1077069999999996;684.555;49.7377;9.24387;684.555;49.7377;0;0;1;-1.425;-0.8;-1.8;-1.425;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
468;6.118744;682.5189999999999;49.7377;9.24387;682.5189999999999;49.7377;0;0;1;-1.4140000000000001;-0.8;-1.8;-1.4140000000000001;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
469;6.129885;680.4839999999999;49.7377;9.24387;680.4839999999999;49.7377;0;0;1;-1.403;-0.8;-1.8;-1.403;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
470;6.140986;678.448;49.7377;9.24387;678.448;49.7377;0;0;1;-1.392;-0.8;-1.8;-1.392;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
471;6.152222;676.413;49.7377;9.24387;676.413;49.7377;0;0;1;-1.381;-0.8;-1.8;-1.381;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
472;6.1633;674.377;49.7377;9.24387;674.377;49.7377;0;0;1;-1.37;-0.8;-1.8;-1.37;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
473;6.174428;672.342;49.7377;9.24387;672.342;49.7377;0;0;1;-1.359;-0.8;-1.8;-1.359;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
474;6.185573000000001;670.306;49.7377;9.24387;670.306;49.7377;0;0;1;-1.348;-0.8;-1.8;-1.348;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
475;6.19679;668.27;49.7377;9.24387;668.27;49.7377;0;0;1;-1.337;-0.8;-1.8;-1.337;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
476;6.207794;666.235;49.7377;9.24387;666.235;49.7377;0;0;1;-1.3259999999999998;-0.8;-1.8;-1.3259999999999998;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
477;6.21895;664.199;49.7377;9.24387;664.199;49.7377;0;0;1;-1.315;-0.8;-1.8;-1.315;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
478;6.230092;662.164;49.7377;9.24387;662.164;49.7377;0;0;1;-1.304;-0.8;-1.8;-1.304;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
479;6.241349;660.128;49.7377;9.24387;660.128;49.7377;0;0;1;-1.2930000000000001;-0.8;-1.8;-1.2930000000000001;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
480;6.252301999999999;658.0930000000001;49.7377;9.24387;658.0930000000001;49.7377;0;0;1;-1.2819999999999998;-0.8;-1.8;-1.2819999999999998;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
481;6.263506;656.057;49.7377;9.24387;656.057;49.7377;0;0;1;-1.271;-0.8;-1.8;-1.271;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
482;6.274597;654.0219999999999;49.7377;9.24387;654.0219999999999;49.7377;0;0;1;-1.26;-0.8;-1.8;-1.26;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
483;6.285786;651.986;49.7377;9.24387;651.986;49.7377;0;0;1;-1.249;-0.8;-1.8;-1.249;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
484;6.296986;649.951;49.7377;9.24387;649.951;49.7377;0;0;1;-1.238;-0.8;-1.8;-1.238;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
485;6.307989;647.915;49.7377;9.24387;647.915;49.7377;0;0;1;-1.227;-0.8;-1.8;-1.227;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
486;6.3191120000000005;645.88;49.7377;9.24387;645.88;49.7377;0;0;1;-1.216;-0.8;-1.8;-1.216;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
487;6.330386;643.844;49.7377;9.24387;643.844;49.7377;0;0;1;-1.205;-0.8;-1.8;-1.205;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
488;6.341398000000001;641.809;49.7377;9.24387;641.809;49.7377;0;0;1;-1.194;-0.8;-1.8;-1.194;-0.8;-1.8;0.011000000000000001;0;0;0;0;0
